STARTDATE_EPOCH|STOPDATE_EPOCH|DURATION_MS|STARTDATE|STOPDATE|DURATION|QUERY|SCALE_FACTOR|BENCHMARK_PHASE|STREAM|SUCCESSFUL|EXIT_CODE|HAS_RESULT|HDFS_SIZE
1492912975|1492913025|50000|2017/04/23:10:02:55|2017/04/23:10:03:45|0h 0m 50s|q15|1|power_test|0|SUCCESS|0|HAS_RESULT|28
1492913039|1492913089|50000|2017/04/23:10:03:59|2017/04/23:10:04:49|0h 0m 50s|q16|1|power_test|0|SUCCESS|0|HAS_RESULT|3124
1492913103|1492913156|53000|2017/04/23:10:05:03|2017/04/23:10:05:56|0h 0m 53s|q17|1|power_test|0|SUCCESS|0|HAS_RESULT|28
1492913170|1492913235|65000|2017/04/23:10:06:10|2017/04/23:10:07:15|0h 1m 5s|q19|1|power_test|0|SUCCESS|0|HAS_RESULT|108695
1492913250|1492913315|65000|2017/04/23:10:07:30|2017/04/23:10:08:35|0h 1m 5s|q21|1|power_test|0|SUCCESS|0|HAS_RESULT|2896
1492913330|1492913389|59000|2017/04/23:10:08:50|2017/04/23:10:09:49|0h 0m 59s|q22|1|power_test|0|SUCCESS|0|HAS_RESULT|4612
1492913403|1492913468|65000|2017/04/23:10:10:03|2017/04/23:10:11:08|0h 1m 5s|q24|1|power_test|0|SUCCESS|0|HAS_RESULT|17
1492913483|1492913571|88000|2017/04/23:10:11:23|2017/04/23:10:12:51|0h 1m 28s|q25|1|power_test|0|FAILED|1|EMPTY|
1492913737|1492913742|5000|2017/04/23:10:15:37|2017/04/23:10:15:42|0h 0m 5s|Load data|1|Load data|0|FAILED|141||
1492913766|1492913932|166000|2017/04/23:10:16:06|2017/04/23:10:18:52|0h 2m 46s|Load data|1|Load data|0|SUCCESS|0||
1492913946|1492914017|71000|2017/04/23:10:19:06|2017/04/23:10:20:17|0h 1m 11s|q24|1|power_test|0|SUCCESS|0|HAS_RESULT|17
1492914031|1492914111|80000|2017/04/23:10:20:31|2017/04/23:10:21:51|0h 1m 20s|q25|1|power_test|0|FAILED|1|EMPTY|
1492914129|1492914302|173000|2017/04/23:10:22:09|2017/04/23:10:25:02|0h 2m 53s|Load data|1|Load data|0|SUCCESS|0||
1492914315|1492914374|59000|2017/04/23:10:25:15|2017/04/23:10:26:14|0h 0m 59s|q26|1|power_test|0|FAILED|1|EMPTY|
1492914971|1492915147|176000|2017/04/23:10:36:11|2017/04/23:10:39:07|0h 2m 56s|Load data|1|Load data|0|SUCCESS|0||
1492915160|1492915220|60000|2017/04/23:10:39:20|2017/04/23:10:40:20|0h 1m 0s|q26|1|power_test|0|FAILED|1|EMPTY|
1492915466|1492916087|621000|2017/04/23:10:44:26|2017/04/23:10:54:47|0h 10m 21s|dataGen_base|100|run_query|0|SUCCESS|0||
1492916087|1492916139|52000|2017/04/23:10:54:47|2017/04/23:10:55:39|0h 0m 52s|dataGen_refresh|run_query|0|SUCCESS|0
1492916142|1492916899|757000|2017/04/23:10:55:42|2017/04/23:11:08:19|0h 12m 37s|Load data|100|Load data|0|SUCCESS|0||
1492916914|1492916991|77000|2017/04/23:11:08:34|2017/04/23:11:09:51|0h 1m 17s|q01|100|power_test|0|SUCCESS|0|HAS_RESULT|1636
1492917006|1492917298|292000|2017/04/23:11:10:06|2017/04/23:11:14:58|0h 4m 52s|q02|100|power_test|0|SUCCESS|0|HAS_RESULT|525
1492917317|1492917547|230000|2017/04/23:11:15:17|2017/04/23:11:19:07|0h 3m 50s|q03|100|power_test|0|SUCCESS|0|HAS_RESULT|1697
1492917562|1492917713|151000|2017/04/23:11:19:22|2017/04/23:11:21:53|0h 2m 31s|q06|100|power_test|0|SUCCESS|0|HAS_RESULT|7242
1492917729|1492917819|90000|2017/04/23:11:22:09|2017/04/23:11:23:39|0h 1m 30s|q07|100|power_test|0|SUCCESS|0|HAS_RESULT|90
1492917835|1492918021|186000|2017/04/23:11:23:55|2017/04/23:11:27:01|0h 3m 6s|q08|100|power_test|0|SUCCESS|0|HAS_RESULT|24
1492918036|1492918101|65000|2017/04/23:11:27:16|2017/04/23:11:28:21|0h 1m 5s|q09|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492918117|1492918689|572000|2017/04/23:11:28:37|2017/04/23:11:38:09|0h 9m 32s|q10|100|power_test|0|SUCCESS|0|HAS_RESULT|593398701
1492918705|1492918768|63000|2017/04/23:11:38:25|2017/04/23:11:39:28|0h 1m 3s|q11|100|power_test|0|SUCCESS|0|HAS_RESULT|10
1492918784|1492918874|90000|2017/04/23:11:39:44|2017/04/23:11:41:14|0h 1m 30s|q12|100|power_test|0|SUCCESS|0|HAS_RESULT|768815
1492918889|1492918964|75000|2017/04/23:11:41:29|2017/04/23:11:42:44|0h 1m 15s|q13|100|power_test|0|SUCCESS|0|HAS_RESULT|3420
1492918979|1492919040|61000|2017/04/23:11:42:59|2017/04/23:11:44:00|0h 1m 1s|q14|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492919056|1492919109|53000|2017/04/23:11:44:16|2017/04/23:11:45:09|0h 0m 53s|q15|100|power_test|0|SUCCESS|0|HAS_RESULT|28
1492919125|1492919214|89000|2017/04/23:11:45:25|2017/04/23:11:46:54|0h 1m 29s|q16|100|power_test|0|SUCCESS|0|HAS_RESULT|3135
1492919230|1492919312|82000|2017/04/23:11:47:10|2017/04/23:11:48:32|0h 1m 22s|q17|100|power_test|0|SUCCESS|0|HAS_RESULT|32
1492919328|1492919421|93000|2017/04/23:11:48:48|2017/04/23:11:50:21|0h 1m 33s|q19|100|power_test|0|SUCCESS|0|HAS_RESULT|15885974
1492919437|1492919530|93000|2017/04/23:11:50:37|2017/04/23:11:52:10|0h 1m 33s|q21|100|power_test|0|SUCCESS|0|HAS_RESULT|23250
1492919545|1492919634|89000|2017/04/23:11:52:25|2017/04/23:11:53:54|0h 1m 29s|q22|100|power_test|0|SUCCESS|0|HAS_RESULT|4598
1492919649|1492919722|73000|2017/04/23:11:54:09|2017/04/23:11:55:22|0h 1m 13s|q24|100|power_test|0|SUCCESS|0|HAS_RESULT|16
1492919738|1492919815|77000|2017/04/23:11:55:38|2017/04/23:11:56:55|0h 1m 17s|q27|100|power_test|0|SUCCESS|0|HAS_RESULT|831554
1492919830|1492919898|68000|2017/04/23:11:57:10|2017/04/23:11:58:18|0h 1m 8s|q29|100|power_test|0|SUCCESS|0|HAS_RESULT|419
1492919914|1492920230|316000|2017/04/23:11:58:34|2017/04/23:12:03:50|0h 5m 16s|q30|100|power_test|0|SUCCESS|0|HAS_RESULT|435
1492920553|1492921141|588000|2017/04/23:12:09:13|2017/04/23:12:19:01|0h 9m 48s|dataGen_base|100|run_query|0|SUCCESS|0||
1492921141|1492921199|58000|2017/04/23:12:19:01|2017/04/23:12:19:59|0h 0m 58s|dataGen_refresh|run_query|0|SUCCESS|0
1492921202|1492921939|737000|2017/04/23:12:20:02|2017/04/23:12:32:19|0h 12m 17s|Load data|100|Load data|0|SUCCESS|0||
1492921953|1492922029|76000|2017/04/23:12:32:33|2017/04/23:12:33:49|0h 1m 16s|q01|100|power_test|0|SUCCESS|0|HAS_RESULT|1636
1492922044|1492922359|315000|2017/04/23:12:34:04|2017/04/23:12:39:19|0h 5m 15s|q02|100|power_test|0|SUCCESS|0|HAS_RESULT|525
1492922377|1492922598|221000|2017/04/23:12:39:37|2017/04/23:12:43:18|0h 3m 41s|q03|100|power_test|0|SUCCESS|0|HAS_RESULT|1697
1492922613|1492922755|142000|2017/04/23:12:43:33|2017/04/23:12:45:55|0h 2m 22s|q06|100|power_test|0|SUCCESS|0|HAS_RESULT|7242
1492922770|1492922859|89000|2017/04/23:12:46:10|2017/04/23:12:47:39|0h 1m 29s|q07|100|power_test|0|SUCCESS|0|HAS_RESULT|90
1492922874|1492923071|197000|2017/04/23:12:47:54|2017/04/23:12:51:11|0h 3m 17s|q08|100|power_test|0|SUCCESS|0|HAS_RESULT|24
1492923087|1492923148|61000|2017/04/23:12:51:27|2017/04/23:12:52:28|0h 1m 1s|q09|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492923163|1492923751|588000|2017/04/23:12:52:43|2017/04/23:13:02:31|0h 9m 48s|q10|100|power_test|0|SUCCESS|0|HAS_RESULT|593398701
1492923766|1492923828|62000|2017/04/23:13:02:46|2017/04/23:13:03:48|0h 1m 2s|q11|100|power_test|0|SUCCESS|0|HAS_RESULT|10
1492923844|1492923934|90000|2017/04/23:13:04:04|2017/04/23:13:05:34|0h 1m 30s|q12|100|power_test|0|SUCCESS|0|HAS_RESULT|768815
1492923949|1492924028|79000|2017/04/23:13:05:49|2017/04/23:13:07:08|0h 1m 19s|q13|100|power_test|0|SUCCESS|0|HAS_RESULT|3420
1492924044|1492924107|63000|2017/04/23:13:07:24|2017/04/23:13:08:27|0h 1m 3s|q14|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492924122|1492924176|54000|2017/04/23:13:08:42|2017/04/23:13:09:36|0h 0m 54s|q15|100|power_test|0|SUCCESS|0|HAS_RESULT|28
1492924191|1492924277|86000|2017/04/23:13:09:51|2017/04/23:13:11:17|0h 1m 26s|q16|100|power_test|0|SUCCESS|0|HAS_RESULT|3135
1492924291|1492924375|84000|2017/04/23:13:11:31|2017/04/23:13:12:55|0h 1m 24s|q17|100|power_test|0|SUCCESS|0|HAS_RESULT|32
1492924390|1492924488|98000|2017/04/23:13:13:10|2017/04/23:13:14:48|0h 1m 38s|q19|100|power_test|0|SUCCESS|0|HAS_RESULT|15885974
1492924503|1492924597|94000|2017/04/23:13:15:03|2017/04/23:13:16:37|0h 1m 34s|q21|100|power_test|0|SUCCESS|0|HAS_RESULT|23250
1492924612|1492924700|88000|2017/04/23:13:16:52|2017/04/23:13:18:20|0h 1m 28s|q22|100|power_test|0|SUCCESS|0|HAS_RESULT|4598
1492924715|1492924788|73000|2017/04/23:13:18:35|2017/04/23:13:19:48|0h 1m 13s|q24|100|power_test|0|SUCCESS|0|HAS_RESULT|16
1492924803|1492924876|73000|2017/04/23:13:20:03|2017/04/23:13:21:16|0h 1m 13s|q27|100|power_test|0|SUCCESS|0|HAS_RESULT|831554
1492924892|1492924957|65000|2017/04/23:13:21:31|2017/04/23:13:22:37|0h 1m 5s|q29|100|power_test|0|SUCCESS|0|HAS_RESULT|419
1492924972|1492925279|307000|2017/04/23:13:22:52|2017/04/23:13:27:59|0h 5m 7s|q30|100|power_test|0|SUCCESS|0|HAS_RESULT|435
1492933350|1492933924|574000|2017/04/23:15:42:30|2017/04/23:15:52:04|0h 9m 34s|dataGen_base|100|run_query|0|SUCCESS|0||
1492933924|1492933977|53000|2017/04/23:15:52:04|2017/04/23:15:52:57|0h 0m 53s|dataGen_refresh|run_query|0|SUCCESS|0
1492933981|1492934729|748000|2017/04/23:15:53:01|2017/04/23:16:05:29|0h 12m 28s|Load data|100|Load data|0|SUCCESS|0||
1492934743|1492934823|80000|2017/04/23:16:05:43|2017/04/23:16:07:03|0h 1m 20s|q01|100|power_test|0|SUCCESS|0|HAS_RESULT|1636
1492934838|1492935132|294000|2017/04/23:16:07:18|2017/04/23:16:12:12|0h 4m 54s|q02|100|power_test|0|SUCCESS|0|HAS_RESULT|525
1492935148|1492935371|223000|2017/04/23:16:12:28|2017/04/23:16:16:11|0h 3m 43s|q03|100|power_test|0|SUCCESS|0|HAS_RESULT|1697
1492935386|1492935552|166000|2017/04/23:16:16:26|2017/04/23:16:19:12|0h 2m 46s|q06|100|power_test|0|SUCCESS|0|HAS_RESULT|7242
1492935566|1492935652|86000|2017/04/23:16:19:26|2017/04/23:16:20:52|0h 1m 26s|q07|100|power_test|0|SUCCESS|0|HAS_RESULT|90
1492935667|1492935855|188000|2017/04/23:16:21:07|2017/04/23:16:24:15|0h 3m 8s|q08|100|power_test|0|SUCCESS|0|HAS_RESULT|24
1492935870|1492935932|62000|2017/04/23:16:24:30|2017/04/23:16:25:32|0h 1m 2s|q09|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492935947|1492936534|587000|2017/04/23:16:25:47|2017/04/23:16:35:34|0h 9m 47s|q10|100|power_test|0|SUCCESS|0|HAS_RESULT|593398701
1492936549|1492936610|61000|2017/04/23:16:35:49|2017/04/23:16:36:50|0h 1m 1s|q11|100|power_test|0|SUCCESS|0|HAS_RESULT|10
1492936625|1492936713|88000|2017/04/23:16:37:05|2017/04/23:16:38:33|0h 1m 28s|q12|100|power_test|0|SUCCESS|0|HAS_RESULT|768815
1492936728|1492936812|84000|2017/04/23:16:38:48|2017/04/23:16:40:12|0h 1m 24s|q13|100|power_test|0|SUCCESS|0|HAS_RESULT|3420
1492936827|1492936891|64000|2017/04/23:16:40:27|2017/04/23:16:41:31|0h 1m 4s|q14|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1492936906|1492936962|56000|2017/04/23:16:41:46|2017/04/23:16:42:42|0h 0m 56s|q15|100|power_test|0|SUCCESS|0|HAS_RESULT|28
1492936977|1492937063|86000|2017/04/23:16:42:57|2017/04/23:16:44:23|0h 1m 26s|q16|100|power_test|0|SUCCESS|0|HAS_RESULT|3135
1492937078|1492937164|86000|2017/04/23:16:44:38|2017/04/23:16:46:04|0h 1m 26s|q17|100|power_test|0|SUCCESS|0|HAS_RESULT|32
1492937179|1492937276|97000|2017/04/23:16:46:19|2017/04/23:16:47:56|0h 1m 37s|q19|100|power_test|0|SUCCESS|0|HAS_RESULT|15885974
1492937291|1492937387|96000|2017/04/23:16:48:11|2017/04/23:16:49:47|0h 1m 36s|q21|100|power_test|0|SUCCESS|0|HAS_RESULT|23250
1492937402|1492937489|87000|2017/04/23:16:50:02|2017/04/23:16:51:29|0h 1m 27s|q22|100|power_test|0|SUCCESS|0|HAS_RESULT|4598
1492937504|1492937584|80000|2017/04/23:16:51:44|2017/04/23:16:53:04|0h 1m 20s|q24|100|power_test|0|SUCCESS|0|HAS_RESULT|16
1492937598|1492937670|72000|2017/04/23:16:53:18|2017/04/23:16:54:30|0h 1m 12s|q27|100|power_test|0|SUCCESS|0|HAS_RESULT|831554
1492937685|1492937752|67000|2017/04/23:16:54:45|2017/04/23:16:55:52|0h 1m 7s|q29|100|power_test|0|SUCCESS|0|HAS_RESULT|419
1492937767|1492938074|307000|2017/04/23:16:56:07|2017/04/23:17:01:14|0h 5m 7s|q30|100|power_test|0|SUCCESS|0|HAS_RESULT|435
1493013420|1493014012|592000|2017/04/24:13:57:00|2017/04/24:14:06:52|0h 9m 52s|dataGen_base|100|run_query|0|SUCCESS|0||
1493014012|1493014072|60000|2017/04/24:14:06:52|2017/04/24:14:07:52|0h 1m 0s|dataGen_refresh|run_query|0|SUCCESS|0
1493014075|1493014842|767000|2017/04/24:14:07:55|2017/04/24:14:20:42|0h 12m 47s|Load data|100|Load data|0|SUCCESS|0||
1493014856|1493014937|81000|2017/04/24:14:20:56|2017/04/24:14:22:17|0h 1m 21s|q01|100|power_test|0|SUCCESS|0|HAS_RESULT|1636
1493014952|1493015255|303000|2017/04/24:14:22:32|2017/04/24:14:27:35|0h 5m 3s|q02|100|power_test|0|SUCCESS|0|HAS_RESULT|525
1493015270|1493015500|230000|2017/04/24:14:27:50|2017/04/24:14:31:40|0h 3m 50s|q03|100|power_test|0|SUCCESS|0|HAS_RESULT|1697
1493015515|1493015658|143000|2017/04/24:14:31:55|2017/04/24:14:34:18|0h 2m 23s|q06|100|power_test|0|SUCCESS|0|HAS_RESULT|7242
1493015673|1493015761|88000|2017/04/24:14:34:33|2017/04/24:14:36:01|0h 1m 28s|q07|100|power_test|0|SUCCESS|0|HAS_RESULT|90
1493015776|1493015975|199000|2017/04/24:14:36:16|2017/04/24:14:39:35|0h 3m 19s|q08|100|power_test|0|SUCCESS|0|HAS_RESULT|24
1493015990|1493016051|61000|2017/04/24:14:39:50|2017/04/24:14:40:51|0h 1m 1s|q09|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1493016066|1493016646|580000|2017/04/24:14:41:06|2017/04/24:14:50:46|0h 9m 40s|q10|100|power_test|0|SUCCESS|0|HAS_RESULT|593398701
1493016661|1493016722|61000|2017/04/24:14:51:01|2017/04/24:14:52:02|0h 1m 1s|q11|100|power_test|0|SUCCESS|0|HAS_RESULT|10
1493016737|1493016829|92000|2017/04/24:14:52:17|2017/04/24:14:53:49|0h 1m 32s|q12|100|power_test|0|SUCCESS|0|HAS_RESULT|768815
1493016844|1493016922|78000|2017/04/24:14:54:04|2017/04/24:14:55:22|0h 1m 18s|q13|100|power_test|0|SUCCESS|0|HAS_RESULT|3420
1493016937|1493016997|60000|2017/04/24:14:55:37|2017/04/24:14:56:37|0h 1m 0s|q14|100|power_test|0|SUCCESS|0|HAS_RESULT|7
1493017012|1493017066|54000|2017/04/24:14:56:52|2017/04/24:14:57:46|0h 0m 54s|q15|100|power_test|0|SUCCESS|0|HAS_RESULT|28
1493017081|1493017168|87000|2017/04/24:14:58:01|2017/04/24:14:59:28|0h 1m 27s|q16|100|power_test|0|SUCCESS|0|HAS_RESULT|3135
1493017182|1493017266|84000|2017/04/24:14:59:42|2017/04/24:15:01:06|0h 1m 24s|q17|100|power_test|0|SUCCESS|0|HAS_RESULT|32
1493017281|1493017381|100000|2017/04/24:15:01:21|2017/04/24:15:03:01|0h 1m 40s|q19|100|power_test|0|SUCCESS|0|HAS_RESULT|15885974
1493017396|1493017486|90000|2017/04/24:15:03:16|2017/04/24:15:04:46|0h 1m 30s|q21|100|power_test|0|SUCCESS|0|HAS_RESULT|23250
1493017501|1493017591|90000|2017/04/24:15:05:01|2017/04/24:15:06:31|0h 1m 30s|q22|100|power_test|0|SUCCESS|0|HAS_RESULT|4598
1493017606|1493017682|76000|2017/04/24:15:06:46|2017/04/24:15:08:02|0h 1m 16s|q24|100|power_test|0|SUCCESS|0|HAS_RESULT|16
1493017697|1493017768|71000|2017/04/24:15:08:17|2017/04/24:15:09:28|0h 1m 11s|q27|100|power_test|0|SUCCESS|0|HAS_RESULT|831554
1493017783|1493017850|67000|2017/04/24:15:09:43|2017/04/24:15:10:50|0h 1m 7s|q29|100|power_test|0|SUCCESS|0|HAS_RESULT|419
1493017864|1493018194|330000|2017/04/24:15:11:04|2017/04/24:15:16:34|0h 5m 30s|q30|100|power_test|0|SUCCESS|0|HAS_RESULT|435
1493174341|1493174383|42000|2017/04/26:10:39:01|2017/04/26:10:39:43|0h 0m 42s|dataGen_base|1|run_query|0|SUCCESS|0||
1493174383|1493174420|37000|2017/04/26:10:39:43|2017/04/26:10:40:20|0h 0m 37s|dataGen_refresh|run_query|0|SUCCESS|0
1493174423|1493174591|168000|2017/04/26:10:40:23|2017/04/26:10:43:11|0h 2m 48s|Load data|1|Load data|0|SUCCESS|0||
1493174604|1493174654|50000|2017/04/26:10:43:24|2017/04/26:10:44:14|0h 0m 50s|q01|1|power_test|0|SUCCESS|0|HAS_RESULT|45
1493174669|1493174737|68000|2017/04/26:10:44:29|2017/04/26:10:45:37|0h 1m 8s|q02|1|power_test|0|SUCCESS|0|HAS_RESULT|464
1493174752|1493174815|63000|2017/04/26:10:45:52|2017/04/26:10:46:55|0h 1m 3s|q03|1|power_test|0|SUCCESS|0|HAS_RESULT|1427
1493174829|1493174892|63000|2017/04/26:10:47:09|2017/04/26:10:48:12|0h 1m 3s|q06|1|power_test|0|SUCCESS|0|HAS_RESULT|6973
1493174907|1493174967|60000|2017/04/26:10:48:27|2017/04/26:10:49:27|0h 1m 0s|q07|1|power_test|0|SUCCESS|0|HAS_RESULT|70
1493174982|1493175064|82000|2017/04/26:10:49:42|2017/04/26:10:51:04|0h 1m 22s|q08|1|power_test|0|SUCCESS|0|HAS_RESULT|20
1493175079|1493175127|48000|2017/04/26:10:51:19|2017/04/26:10:52:07|0h 0m 48s|q09|1|power_test|0|SUCCESS|0|HAS_RESULT|5
1493175142|1493175300|158000|2017/04/26:10:52:22|2017/04/26:10:55:00|0h 2m 38s|q10|1|power_test|0|SUCCESS|0|HAS_RESULT|50344544
1493175314|1493175368|54000|2017/04/26:10:55:14|2017/04/26:10:56:08|0h 0m 54s|q11|1|power_test|0|SUCCESS|0|HAS_RESULT|10
1493175383|1493175441|58000|2017/04/26:10:56:23|2017/04/26:10:57:21|0h 0m 58s|q12|1|power_test|0|SUCCESS|0|HAS_RESULT|2361
1493175456|1493175515|59000|2017/04/26:10:57:36|2017/04/26:10:58:35|0h 0m 59s|q13|1|power_test|0|SUCCESS|0|HAS_RESULT|3035
1493175530|1493175580|50000|2017/04/26:10:58:50|2017/04/26:10:59:40|0h 0m 50s|q14|1|power_test|0|SUCCESS|0|HAS_RESULT|7
1493175595|1493175645|50000|2017/04/26:10:59:55|2017/04/26:11:00:45|0h 0m 50s|q15|1|power_test|0|SUCCESS|0|HAS_RESULT|28
1493175659|1493175714|55000|2017/04/26:11:00:59|2017/04/26:11:01:54|0h 0m 55s|q16|1|power_test|0|SUCCESS|0|HAS_RESULT|3124
1493175728|1493175788|60000|2017/04/26:11:02:08|2017/04/26:11:03:08|0h 1m 0s|q17|1|power_test|0|SUCCESS|0|HAS_RESULT|28
1493175803|1493175868|65000|2017/04/26:11:03:23|2017/04/26:11:04:28|0h 1m 5s|q19|1|power_test|0|SUCCESS|0|HAS_RESULT|108695
